"TIME","GEO","SEX","UNIT","Value","Flag and Footnotes"
"2001W20","Spain","Total","Number","6 763",""
"2001W20","Italy","Total","Number",":",""
"2001W20","Sweden","Total","Number","1 796",""
"2001W20","Switzerland","Total","Number","1 090",""
"2001W20","United Kingdom","Total","Number",":",""
"2001W21","Belgium","Total","Number","1 923",""
"2001W21","Denmark","Total","Number",":",""
"2001W21","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W21","Spain","Total","Number","6 752",""
"2001W21","Italy","Total","Number",":",""
"2001W21","Sweden","Total","Number","1 712",""
"2001W21","Switzerland","Total","Number","1 198",""
"2001W21","United Kingdom","Total","Number",":",""
"2001W22","Belgium","Total","Number","2 008",""
"2001W22","Denmark","Total","Number",":",""
"2001W22","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W22","Spain","Total","Number","7 196",""
"2001W22","Italy","Total","Number",":",""
"2001W22","Sweden","Total","Number","1 684",""
"2001W22","Switzerland","Total","Number","1 110",""
"2001W22","United Kingdom","Total","Number",":",""
"2001W23","Belgium","Total","Number","1 892",""
"2001W23","Denmark","Total","Number",":",""
"2001W23","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W23","Spain","Total","Number","6 560",""
"2001W23","Italy","Total","Number",":",""
"2001W23","Sweden","Total","Number","1 709",""
"2001W23","Switzerland","Total","Number","1 084",""
"2001W23","United Kingdom","Total","Number",":",""
"2001W24","Belgium","Total","Number","1 959",""
"2001W24","Denmark","Total","Number",":",""
"2001W24","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W24","Spain","Total","Number","6 256",""
"2001W24","Italy","Total","Number",":",""
"2001W24","Sweden","Total","Number","1 736",""
"2001W24","Switzerland","Total","Number","1 130",""
"2001W24","United Kingdom","Total","Number",":",""
"2001W25","Belgium","Total","Number","1 936",""
"2001W25","Denmark","Total","Number",":",""
"2001W25","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W25","Spain","Total","Number","6 539",""
"2001W25","Italy","Total","Number",":",""
"2001W25","Sweden","Total","Number","1 680",""
"2001W25","Switzerland","Total","Number","1 120",""
"2001W25","United Kingdom","Total","Number",":",""
"2001W26","Belgium","Total","Number","1 978",""
"2001W26","Denmark","Total","Number",":",""
"2001W26","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W26","Spain","Total","Number","6 951",""
"2001W26","Italy","Total","Number",":",""
"2001W26","Sweden","Total","Number","1 782",""
"2001W26","Switzerland","Total","Number","1 226",""
"2001W26","United Kingdom","Total","Number",":",""
"2001W27","Belgium","Total","Number","2 008",""
"2001W27","Denmark","Total","Number",":",""
"2001W27","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W27","Spain","Total","Number","6 763",""
"2001W27","Italy","Total","Number",":",""
"2001W27","Sweden","Total","Number","1 854",""
"2001W27","Switzerland","Total","Number","1 168",""
"2001W27","United Kingdom","Total","Number",":",""
"2001W28","Belgium","Total","Number","1 748",""
"2001W28","Denmark","Total","Number",":",""
"2001W28","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W28","Spain","Total","Number","6 474",""
"2001W28","Italy","Total","Number",":",""
"2001W28","Sweden","Total","Number","1 710",""
"2001W28","Switzerland","Total","Number","1 076",""
"2001W28","United Kingdom","Total","Number",":",""
"2001W29","Belgium","Total","Number","1 803",""
"2001W29","Denmark","Total","Number",":",""
"2001W29","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W29","Spain","Total","Number","6 129",""
"2001W29","Italy","Total","Number",":",""
"2001W29","Sweden","Total","Number","1 646",""
"2001W29","Switzerland","Total","Number","1 055",""
"2001W29","United Kingdom","Total","Number",":",""
"2001W30","Belgium","Total","Number","1 895",""
"2001W30","Denmark","Total","Number",":",""
"2001W30","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W30","Spain","Total","Number","6 380",""
"2001W30","Italy","Total","Number",":",""
"2001W30","Sweden","Total","Number","1 627",""
"2001W30","Switzerland","Total","Number","1 152",""
"2001W30","United Kingdom","Total","Number",":",""
"2001W31","Belgium","Total","Number","1 907",""
"2001W31","Denmark","Total","Number",":",""
"2001W31","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W31","Spain","Total","Number","7 179",""
"2001W31","Italy","Total","Number",":",""
"2001W31","Sweden","Total","Number","1 665",""
"2001W31","Switzerland","Total","Number","1 118",""
"2001W31","United Kingdom","Total","Number",":",""
"2001W32","Belgium","Total","Number","1 697",""
"2001W32","Denmark","Total","Number",":",""
"2001W32","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W32","Spain","Total","Number","6 796",""
"2001W32","Italy","Total","Number",":",""
"2001W32","Sweden","Total","Number","1 667",""
"2001W32","Switzerland","Total","Number","1 116",""
"2001W32","United Kingdom","Total","Number",":",""
"2001W33","Belgium","Total","Number","1 929",""
"2001W33","Denmark","Total","Number",":",""
"2001W33","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W33","Spain","Total","Number","6 546",""
"2001W33","Italy","Total","Number",":",""
"2001W33","Sweden","Total","Number","1 593",""
"2001W33","Switzerland","Total","Number","1 106",""
"2001W33","United Kingdom","Total","Number",":",""
"2001W34","Belgium","Total","Number","1 968",""
"2001W34","Denmark","Total","Number",":",""
"2001W34","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W34","Spain","Total","Number","6 544",""
"2001W34","Italy","Total","Number",":",""
"2001W34","Sweden","Total","Number","1 680",""
"2001W34","Switzerland","Total","Number","1 065",""
"2001W34","United Kingdom","Total","Number",":",""
"2001W35","Belgium","Total","Number","1 854",""
"2001W35","Denmark","Total","Number",":",""
"2001W35","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W35","Spain","Total","Number","6 299",""
"2001W35","Italy","Total","Number",":",""
"2001W35","Sweden","Total","Number","1 586",""
"2001W35","Switzerland","Total","Number","1 087",""
"2001W35","United Kingdom","Total","Number",":",""
"2001W36","Belgium","Total","Number","1 732",""
"2001W36","Denmark","Total","Number",":",""
"2001W36","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W36","Spain","Total","Number","6 147",""
"2001W36","Italy","Total","Number",":",""
"2001W36","Sweden","Total","Number","1 674",""
"2001W36","Switzerland","Total","Number","1 052",""
"2001W36","United Kingdom","Total","Number",":",""
"2001W37","Belgium","Total","Number","1 723",""
"2001W37","Denmark","Total","Number",":",""
"2001W37","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W37","Spain","Total","Number","6 020",""
"2001W37","Italy","Total","Number",":",""
"2001W37","Sweden","Total","Number","1 704",""
"2001W37","Switzerland","Total","Number","1 123",""
"2001W37","United Kingdom","Total","Number",":",""
"2001W38","Belgium","Total","Number","1 845",""
"2001W38","Denmark","Total","Number",":",""
"2001W38","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W38","Spain","Total","Number","6 058",""
"2001W38","Italy","Total","Number",":",""
"2001W38","Sweden","Total","Number","1 699",""
"2001W38","Switzerland","Total","Number","1 146",""
"2001W38","United Kingdom","Total","Number",":",""
"2001W39","Belgium","Total","Number","1 939",""
"2001W39","Denmark","Total","Number",":",""
"2001W39","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W39","Spain","Total","Number","6 172",""
"2001W39","Italy","Total","Number",":",""
"2001W39","Sweden","Total","Number","1 629",""
"2001W39","Switzerland","Total","Number","1 178",""
"2001W39","United Kingdom","Total","Number",":",""
"2001W40","Belgium","Total","Number","1 841",""
"2001W40","Denmark","Total","Number",":",""
"2001W40","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W40","Spain","Total","Number","6 436",""
"2001W40","Italy","Total","Number",":",""
"2001W40","Sweden","Total","Number","1 728",""
"2001W40","Switzerland","Total","Number","1 211",""
"2001W40","United Kingdom","Total","Number",":",""
"2001W41","Belgium","Total","Number","1 865",""
"2001W41","Denmark","Total","Number",":",""
"2001W41","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W41","Spain","Total","Number","6 395",""
"2001W41","Italy","Total","Number",":",""
"2001W41","Sweden","Total","Number","1 697",""
"2001W41","Switzerland","Total","Number","1 168",""
"2001W41","United Kingdom","Total","Number",":",""
"2001W42","Belgium","Total","Number","1 765",""
"2001W42","Denmark","Total","Number",":",""
"2001W42","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W42","Spain","Total","Number","6 356",""
"2001W42","Italy","Total","Number",":",""
"2001W42","Sweden","Total","Number","1 607",""
"2001W42","Switzerland","Total","Number","1 157",""
"2001W42","United Kingdom","Total","Number",":",""
"2001W43","Belgium","Total","Number","1 719",""
"2001W43","Denmark","Total","Number",":",""
"2001W43","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W43","Spain","Total","Number","6 516",""
"2001W43","Italy","Total","Number",":",""
"2001W43","Sweden","Total","Number","1 688",""
"2001W43","Switzerland","Total","Number","1 174",""
"2001W43","United Kingdom","Total","Number",":",""
"2001W44","Belgium","Total","Number","1 788",""
"2001W44","Denmark","Total","Number",":",""
"2001W44","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W44","Spain","Total","Number","6 411",""
"2001W44","Italy","Total","Number",":",""
"2001W44","Sweden","Total","Number","1 730",""
"2001W44","Switzerland","Total","Number","1 117",""
"2001W44","United Kingdom","Total","Number",":",""
"2001W45","Belgium","Total","Number","1 888",""
"2001W45","Denmark","Total","Number",":",""
"2001W45","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W45","Spain","Total","Number","6 634",""
"2001W45","Italy","Total","Number",":",""
"2001W45","Sweden","Total","Number","1 863",""
"2001W45","Switzerland","Total","Number","1 142",""
"2001W45","United Kingdom","Total","Number",":",""
"2001W46","Belgium","Total","Number","1 942",""
"2001W46","Denmark","Total","Number",":",""
"2001W46","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W46","Spain","Total","Number","7 319",""
"2001W46","Italy","Total","Number",":",""
"2001W46","Sweden","Total","Number","1 726",""
"2001W46","Switzerland","Total","Number","1 228",""
"2001W46","United Kingdom","Total","Number",":",""
"2001W47","Belgium","Total","Number","2 025",""
"2001W47","Denmark","Total","Number",":",""
"2001W47","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W47","Spain","Total","Number","7 275",""
"2001W47","Italy","Total","Number",":",""
"2001W47","Sweden","Total","Number","1 749",""
"2001W47","Switzerland","Total","Number","1 246",""
"2001W47","United Kingdom","Total","Number",":",""
"2001W48","Belgium","Total","Number","1 978",""
"2001W48","Denmark","Total","Number",":",""
"2001W48","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W48","Spain","Total","Number","7 351",""
"2001W48","Italy","Total","Number",":",""
"2001W48","Sweden","Total","Number","1 809",""
"2001W48","Switzerland","Total","Number","1 187",""
"2001W48","United Kingdom","Total","Number",":",""
"2001W49","Belgium","Total","Number","1 904",""
"2001W49","Denmark","Total","Number",":",""
"2001W49","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W49","Spain","Total","Number","7 327",""
"2001W49","Italy","Total","Number",":",""
"2001W49","Sweden","Total","Number","1 792",""
"2001W49","Switzerland","Total","Number","1 134",""
"2001W49","United Kingdom","Total","Number",":",""
"2001W50","Belgium","Total","Number","2 087",""
"2001W50","Denmark","Total","Number",":",""
"2001W50","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W50","Spain","Total","Number","7 551",""
"2001W50","Italy","Total","Number",":",""
"2001W50","Sweden","Total","Number","1 793",""
"2001W50","Switzerland","Total","Number","1 243",""
"2001W50","United Kingdom","Total","Number",":",""
"2001W51","Belgium","Total","Number","2 209",""
"2001W51","Denmark","Total","Number",":",""
"2001W51","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W51","Spain","Total","Number","8 002",""
"2001W51","Italy","Total","Number",":",""
"2001W51","Sweden","Total","Number","1 885",""
"2001W51","Switzerland","Total","Number","1 325",""
"2001W51","United Kingdom","Total","Number",":",""
"2001W52","Belgium","Total","Number","2 358",""
"2001W52","Denmark","Total","Number",":",""
"2001W52","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W52","Spain","Total","Number","8 716",""
"2001W52","Italy","Total","Number",":",""
"2001W52","Sweden","Total","Number","2 040",""
"2001W52","Switzerland","Total","Number","1 319",""
"2001W52","United Kingdom","Total","Number",":",""
"2001W99","Belgium","Total","Number",":",""
"2001W99","Denmark","Total","Number",":",""
"2001W99","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2001W99","Spain","Total","Number",":",""
"2001W99","Italy","Total","Number",":",""
"2001W99","Sweden","Total","Number","1 534",""
"2001W99","Switzerland","Total","Number",":",""
"2001W99","United Kingdom","Total","Number",":",""
"2002W01","Belgium","Total","Number","2 432",""
"2002W01","Denmark","Total","Number",":",""
"2002W01","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2002W01","Spain","Total","Number","9 120",""
"2002W01","Italy","Total","Number",":",""
"2002W01","Sweden","Total","Number","1 983",""
"2002W01","Switzerland","Total","Number","1 357",""
"2002W01","United Kingdom","Total","Number",":",""
"2002W02","Belgium","Total","Number","2 484",""
"2002W02","Denmark","Total","Number",":",""
"2002W02","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2002W02","Spain","Total","Number","9 076",""
"2002W02","Italy","Total","Number",":",""
"2002W02","Sweden","Total","Number","1 899",""
"2002W02","Switzerland","Total","Number","1 316",""
"2002W02","United Kingdom","Total","Number",":",""
"2002W03","Belgium","Total","Number","2 542",""
"2002W03","Denmark","Total","Number",":",""
"2002W03","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
